Customer Name,Recency,Frequency,Monetary,cluster_kmeans
Kashvi Manne,705,1,80886.0,1
Kashvi Raja,302,1,198909.0,1
Kashvi Ratti,567,1,113738.5,1
Kashvi Rout,712,1,338545.0,1
Kashvi Sabharwal,591,1,75334.65,1
Kashvi Sandhu,466,1,94388.0,1
Kashvi Sekhon,642,1,20378.4,0
Kashvi Sharma,179,1,41472.0,0
Kashvi Sunder,352,1,177862.5,1
Kashvi Tata,554,1,53048.5,1
Kashvi Thakkar,483,1,140994.0,1
Kashvi Tiwari,473,1,42844.0,0
Kashvi Varty,350,1,68958.6,1
Kashvi Vasa,350,1,19719.15,0
Kashvi Zachariah,402,1,71024.0,1
Kavya Bajaj,316,1,325953.0,1
Kavya Barman,679,1,43572.7,0
Kavya Bhatnagar,38,1,107336.0,1
Kavya Chokshi,350,1,53969.5,1
Kavya Goel,343,1,206976.0,1
Kavya Goyal,274,1,161683.35,1
Kavya Hegde,139,1,179220.0,1
Kavya Kade,411,1,60344.0,0
Kavya Korpal,672,1,15415.6,0
Kavya Lalla,196,1,2019.0,0
Kavya Lanka,579,1,40338.0,1
Kavya Luthra,549,1,158325.6,1
Kavya Mahal,146,1,111042.3,1
Kavya Manne,333,1,122289.6,1
Kavya Rajan,724,1,282896.0,1
Kavya Rao,204,1,30889.0,0
Kavya Rau,658,1,235236.0,1
Kavya Sangha,623,1,150494.0,1
Kavya Saran,467,1,193795.2,1
Kavya Sastry,625,1,180784.0,1
Kavya Saxena,45,1,202388.4,1
Kavya Varty,576,1,132863.5,1
Kavya Viswanathan,271,1,156092.0,1
Keya Basu,719,1,81067.2,1
Keya Bhalla,220,1,44681.4,0
Keya Biswas,305,1,80651.7,1
Keya Borah,385,1,155600.5,1
Keya Dâ€™Alia,342,1,25178.4,0
Keya Edwin,536,1,69193.25,0
Keya Goswami,695,1,243584.5,1
Keya Gupta,32,1,205587.0,1
Keya Iyer,667,1,13664.0,0
Keya Kalla,467,2,338311.0,2
Keya Kunda,58,1,147564.8,1
Keya Ratti,85,1,115369.2,1
Keya Rout,151,1,68990.0,1
Keya Saha,304,1,63931.2,1
Keya Salvi,375,1,160352.0,1
Keya Sarna,118,1,105264.75,1
Keya Tandon,358,1,115677.6,1
Keya Vohra,653,1,182362.0,1
Keya Walia,299,1,70668.6,0
Keya Yadav,340,1,96600.6,1
Khushi Baral,369,1,184730.4,1
Khushi Batta,498,1,237168.0,1
Khushi Bawa,328,1,17492.0,0
Khushi Bhalla,501,1,289565.0,1
Khushi Bhasin,364,1,110367.4,1
Khushi Boase,482,1,81316.0,1
Khushi Chad,125,1,265761.0,1
Khushi Chada,725,1,45990.4,0
Khushi Dugal,390,1,13598.1,0
Khushi Guha,671,1,99990.0,1
Khushi Iyer,387,1,566.1,0
Khushi Kale,645,1,94559.2,1
Khushi Kunda,234,1,325580.0,1
Khushi Rajagopal,540,1,305031.0,1
Khushi Rana,46,1,97598.4,1
Khushi Reddy,229,1,84515.2,1
Khushi Saha,230,1,130070.4,1
Khushi Sant,530,1,11493.6,0
Khushi Sarraf,151,1,30657.6,0
Khushi Seth,611,1,205712.75,1
Khushi Shah,226,1,199257.6,1
Khushi Sidhu,142,1,99913.6,1
Khushi Sridhar,71,1,62796.0,0
Khushi Taneja,241,1,96330.0,1
Khushi Venkatesh,58,1,44958.75,1
Kiaan Aggarwal,638,1,41990.85,0
Kiaan Batra,476,1,138984.0,1
Kiaan Ben,585,1,19646.0,0
Kiaan Bhat,612,1,186052.0,1
Kiaan Bhatt,104,1,159022.4,1
Kiaan Desai,390,1,215186.4,1
Kiaan Din,95,1,144348.0,1
Kiaan Gade,209,1,237644.0,1
Kiaan Gala,438,1,50998.3,0
Kiaan Golla,687,1,69416.1,1
Kiaan Gour,517,1,133767.9,1
Kiaan Goyal,142,1,268650.0,1
Kiaan Khosla,465,1,53500.2,1
Kiaan Luthra,544,1,157753.6,1
Kiaan Madan,124,1,194429.85,1
Kiaan Magar,632,1,70173.6,1
Kiaan Mander,13,1,14050.5,0
Kiaan Ranganathan,631,1,65308.8,0
Kiaan Ratta,578,1,206216.0,1
Kiaan Saini,376,2,309437.05,2
Kiaan Sur,592,1,30820.5,0
Kiaan Swamy,80,1,57240.0,1
Kiaan Venkataraman,462,1,120044.85,1
Kiaan Virk,515,1,41542.4,1
Kiaan Wable,437,1,22307.9,0
Kiaan Warrior,186,1,314584.0,1
Kiaan Yohannan,675,1,44811.9,0
Kiaan Zachariah,265,1,25908.0,0
Kiara Ahluwalia,175,1,16549.95,0
Kiara Bahl,450,1,233049.25,1
Kiara Balay,424,1,54702.0,1
Kiara Ben,713,1,49332.0,0
Kiara Bhandari,482,1,162165.0,1
Kiara Bhatia,253,2,44484.8,2
Kiara Chahal,595,1,99975.6,1
Kiara Chand,194,1,247505.4,1
Kiara Chatterjee,623,1,74906.0,0
Kiara Chopra,18,1,3450.0,0
Kiara Dani,56,1,262295.0,1
Kiara Dhawan,31,1,61314.9,0
Kiara Doctor,102,1,28845.0,0
Kiara Dâ€™Alia,186,1,269504.0,1
Kiara Gara,383,1,274276.4,1
Kiara Garde,257,1,61892.5,0
Kiara Hegde,167,1,110988.0,1
Kiara Iyer,142,1,48012.8,0
Kiara Kant,110,1,69539.2,0
Kiara Keer,619,1,51262.4,0
Kiara Krishnamurthy,617,1,103557.6,1
Kiara Kuruvilla,88,1,190560.0,1
Kiara Lad,650,1,173398.4,1
Kiara Ratti,63,1,62663.4,0
Kiara Rout,265,1,205314.0,1
Kiara Sabharwal,18,1,9732.6,0
Kiara Saha,545,1,106979.4,1
Kiara Saraf,344,1,14051.2,0
Kiara Sarkar,719,1,61801.6,1
Kiara Sarma,62,1,169735.5,1
Kiara Shankar,590,1,32849.1,0
Kiara Tank,681,1,140564.85,1
Kiara Vasa,591,1,239888.0,1
Kimaya Agate,503,1,1591.2,0
Kimaya Atwal,274,1,4842.0,0
Kimaya Aurora,594,1,96287.4,1
Kimaya Bansal,185,1,265707.4,1
Kimaya Brar,594,1,40881.6,0
Kimaya Divan,53,1,239790.0,1
Kimaya Dua,278,1,147096.0,1
Kimaya Dugar,31,1,63243.2,1
Kimaya Ganguly,579,1,114362.9,1
Kimaya Garg,286,1,124680.0,1
Kimaya Gera,638,1,2205.9,0
Kimaya Halder,90,1,86997.6,1
Kimaya Issac,401,1,173062.4,1
Kimaya Iyengar,363,1,271760.4,1
Kimaya Kakar,137,1,151861.5,1
Kimaya Mallick,567,1,89119.5,1
Kimaya Mander,664,1,174469.4,1
Kimaya Ratta,596,1,9970.25,0
Kimaya Rege,165,1,8276.0,0
Kimaya Sanghvi,44,1,70010.25,1
Kimaya Tara,547,1,17370.6,0
Kimaya Vala,645,2,490935.0,2
Kismat Bandi,570,1,171637.95,1
Kismat Batra,666,1,79625.0,0
Kismat Bhatti,518,1,108086.4,1
Kismat Buch,558,1,15589.0,0
Kismat Chand,320,1,140633.25,1
Kismat Chandran,428,1,24306.0,0
Kismat Chowdhury,437,1,111732.5,1
Kismat Das,5,1,81539.2,1
Kismat Deol,101,1,6004.4,0
Kismat Doshi,331,1,40312.0,0
Kismat Gupta,544,1,63622.8,1
Kismat Jaggi,667,1,76977.0,0
Kismat Kalita,436,1,31183.75,0
Kismat Mand,574,1,18861.5,0
Kismat Rajan,520,1,96363.0,1
Kismat Ramesh,497,1,69049.8,1
Kismat Rao,533,1,187898.6,1
Kismat Rau,235,1,110425.5,1
Kismat Sagar,173,1,114052.5,1
Kismat Tara,290,2,275643.2,2
Krish Ahuja,682,1,36391.9,0
Krish Bhagat,529,1,212027.4,1
Krish Chada,307,1,35761.2,0
Krish Chaudry,372,1,1527.6,0
Krish Dar,391,1,192685.0,1
Krish Deo,498,1,164228.4,1
Krish Deshpande,619,1,13617.6,0
Krish Ghosh,302,1,37192.5,0
Krish Gole,565,1,118712.7,1
Krish Gulati,544,1,187411.4,1
Krish Kannan,520,1,41023.8,0
Krish Kaul,414,1,252495.0,1
Krish Maharaj,387,1,20791.7,0
Krish Mall,84,1,4450.6,0
Krish Ram,328,1,44662.4,0
Krish Randhawa,501,1,71382.0,0
Krish Sinha,398,1,55816.8,0
Krish Solanki,489,1,85020.4,1
Krish Subramaniam,321,1,74632.0,1
Krish Subramanian,589,1,169857.0,1
Krish Suri,148,1,116745.6,1
Krish Toor,719,1,53973.0,1
Krish Vaidya,188,1,37059.2,0
Krish Wable,205,1,34509.6,0
Krish Wali,116,1,30049.2,0
Krish Warrior,664,1,115498.0,1
Lagan Bora,376,1,338810.0,1
Lagan Chahal,539,1,44468.55,0
Lagan Chanda,685,1,94900.5,1
Lagan Chatterjee,185,1,195304.5,1
Lagan Cherian,221,1,21650.0,0
Lagan Date,404,1,116980.2,1
Lagan Devan,716,1,55867.6,0
Lagan Doctor,142,1,267014.6,1
Lagan Gill,25,1,5808.0,0
Lagan Hans,300,1,143960.4,1
Lagan Iyer,100,1,11936.0,0
Lagan Jhaveri,414,1,15716.0,0
Lagan Kala,640,1,68905.4,0
Lagan Kata,172,1,24645.0,0
Lagan Kaul,705,1,174633.75,1
Lagan Korpal,682,1,22705.6,0
Lagan Kothari,540,1,4041.3,0
Lagan Lata,443,1,74401.6,0
Lagan Ram,671,1,48237.2,1
Lagan Sarna,346,1,67638.75,1
Lagan Sidhu,564,1,48522.6,0
Lagan Som,556,1,43378.0,0
Lagan Sood,546,1,12813.6,0
Lagan Sridhar,528,1,32007.4,0
Lagan Subramanian,246,1,44599.5,0
Lagan Thakur,548,1,237750.8,1
Lagan Venkatesh,707,1,256435.4,1
Lagan Walla,275,1,92333.8,1
Lakshay Arya,76,2,370085.4,2
Lakshay Bail,53,1,83208.6,1
Lakshay Balakrishnan,209,1,7902.0,0
Lakshay Balay,218,1,133929.0,1
Lakshay Bandi,345,1,110059.4,1
Lakshay Batra,172,1,66063.6,0
Lakshay Bhatt,478,1,63709.2,0
Lakshay Bobal,47,2,361399.0,2
Lakshay Chad,119,1,308624.0,1
Lakshay Dasgupta,36,1,147048.0,1
Lakshay Devan,672,1,100515.0,1
Lakshay Devi,201,1,86927.8,1
Lakshay Dhar,643,1,56967.0,0
Lakshay Johal,93,1,171689.8,1
Lakshay Kara,429,1,24120.0,0
Lakshay Kari,670,1,122288.4,1
Lakshay Konda,96,1,268276.0,1
Lakshay Krish,169,1,182380.0,1
Lakshay Kurian,557,1,277952.0,1
Lakshay Lata,467,1,33515.1,0
Lakshay Malhotra,448,1,105002.2,1
Lakshay Mall,82,1,208059.5,1
Lakshay Raj,606,1,48809.1,0
Lakshay Ramakrishnan,105,1,96224.0,1
Lakshay Sahota,606,1,208903.5,1
Lakshay Salvi,352,1,65111.7,1
Lakshay Savant,345,1,229604.4,1
Lakshay Som,17,1,17156.0,0
Lakshay Tara,635,1,21343.2,0
Lakshay Thaman,133,1,33833.3,0
Lakshit Bala,331,1,235432.0,1
Lakshit Das,582,1,22673.6,0
Lakshit Deo,43,1,128577.6,1
Lakshit Dâ€™Alia,607,1,173480.4,1
Lakshit Jha,31,1,108345.0,1
Lakshit Kar,185,1,138662.4,1
Lakshit Keer,72,1,117784.5,1
Lakshit Korpal,461,1,52738.2,0
Lakshit Kuruvilla,617,1,132264.0,1
Lakshit Mahajan,443,1,56263.2,0
Lakshit Rajagopalan,620,1,12909.0,0
Lakshit Salvi,113,1,196514.1,1
Lakshit Sarma,437,1,16781.75,0
Lakshit Sengupta,459,1,157792.5,1
Lakshit Sethi,421,1,330457.5,1
Lakshit Shah,12,1,155608.65,1
Lakshit Singhal,294,1,82305.5,1
Lakshit Sridhar,253,1,70281.6,1
Lakshit Varma,336,1,54775.2,0
Lakshit Wagle,334,1,248989.5,1
Lakshit Walia,361,1,66989.7,0
Lakshit Yadav,190,1,5594.7,0
Lavanya Ahuja,628,1,220609.0,1
Lavanya Anne,349,1,255173.8,1
Lavanya Bhasin,179,1,52445.7,1
Lavanya Bora,623,1,174776.0,1
Lavanya Buch,570,1,63596.8,1
Lavanya Chandran,314,1,79549.8,1
Lavanya Cherian,444,1,327536.25,1
Lavanya Desai,722,1,101957.5,1
Lavanya Dubey,138,1,74266.25,1
Lavanya Gara,379,1,113510.0,1
Lavanya Gour,408,1,294333.75,1
Lavanya Hayer,306,1,28366.2,0
Lavanya Lad,526,1,130019.2,1
Lavanya Lata,116,1,46856.85,0
Lavanya Loke,522,1,7659.2,0
Lavanya Mammen,407,1,18085.6,0
Lavanya Rajagopalan,438,1,187612.8,1
Lavanya Sabharwal,725,1,78441.6,1
Lavanya Saxena,4,1,59414.4,1
Lavanya Setty,110,1,280516.0,1
Lavanya Shan,10,1,44625.6,0
Lavanya Srivastava,142,1,48293.6,1
Lavanya Tata,95,1,273405.25,1
Lavanya Tella,190,1,42576.0,1
Lavanya Varma,74,1,145764.0,1
Lavanya Wable,50,1,46976.8,0
Lavanya Yogi,421,1,100057.8,1
Madhav Banik,40,1,66175.0,1
Madhav Barad,500,1,160683.0,1
Madhav Bhatia,263,1,62387.1,0
Madhav Bhatti,404,1,59337.0,0
Madhav De,349,1,160170.6,1
Madhav Deo,521,1,129497.5,1
Madhav Gandhi,480,1,24638.25,0
Madhav Guha,717,1,16551.0,0
Madhav Halder,120,1,107718.0,1
Madhav Jaggi,508,1,288705.0,1
Madhav Jain,726,1,68418.0,1
Madhav Jani,362,1,31098.4,0
Madhav Jha,614,1,40320.6,0
Madhav Kara,361,1,108893.5,1
Madhav Kashyap,570,1,145826.0,1
Madhav Kota,550,1,241874.75,1
Madhav Malhotra,558,1,166242.4,1
Madhav Mand,528,1,58072.8,0
Madhav Mandal,724,1,142737.5,1
Madhav Rama,521,1,59887.2,0
Madhav Ramakrishnan,444,1,120332.0,1
Madhav Ramesh,579,1,34674.05,0
Madhav Rau,101,1,62808.2,0
Madhav Sahni,406,1,124005.6,1
Madhup Banerjee,288,1,262271.25,1
Madhup Borde,458,1,59925.6,1
Madhup Bumb,393,1,34698.6,0
Madhup Dasgupta,715,1,106369.0,1
Madhup Dhaliwal,297,1,208886.4,1
Madhup Dhar,395,1,81459.75,1
Madhup Dubey,20,1,28702.8,0
Madhup Ganesan,279,1,30371.5,0
Madhup Hayer,459,1,96331.5,1
Madhup Karpe,396,1,105066.0,1
Madhup Keer,72,1,126726.4,1
Madhup Kunda,605,1,28128.0,0
Madhup Kuruvilla,520,1,51531.8,1
Madhup Mannan,420,1,15268.0,0
Madhup Ray,360,1,128551.2,1
Madhup Roy,234,1,81362.75,1
Madhup Sachar,75,1,107159.4,1
Madhup Sagar,343,1,140528.0,1
Madhup Sahni,462,1,8863.5,0
Madhup Sane,99,1,109078.8,1
Madhup Saxena,178,1,249346.8,1
Madhup Sem,381,1,125559.0,1
Madhup Subramaniam,36,1,40354.0,0
Madhup Tata,52,1,71668.8,0
Madhup Tiwari,413,1,52711.7,0
Mahika Bail,450,1,241362.0,1
Mahika Banerjee,592,1,7346.55,0
Mahika Basu,177,1,110130.0,1
Mahika Bir,5,1,331497.75,1
Mahika Char,31,1,58657.6,0
Mahika Chaudhari,476,1,300105.25,1
Mahika Divan,405,1,155307.6,1
Mahika Ganesh,290,1,251334.8,1
Mahika Kakar,665,1,16252.0,0
Mahika Kaul,42,1,313452.0,1
Mahika Kothari,468,1,88261.2,1
Mahika Kumar,202,1,58486.4,1
Mahika Sabharwal,383,1,19545.6,0
Mahika Sachdeva,331,1,60107.75,0
Mahika Sankaran,701,1,126529.2,1
Mahika Sen,371,1,179728.0,1
Mahika Sridhar,659,1,54182.4,0
Mahika Tak,607,1,145377.2,1
Mahika Tiwari,477,1,59535.9,0
Mahika Zacharia,563,1,120090.0,1
Mamooty Balakrishnan,76,1,242858.0,1
Mamooty Banik,64,1,226332.0,1
Mamooty Bhat,567,1,159908.4,1
Mamooty Bir,678,1,6262.4,0
Mamooty Boase,502,1,43784.35,0
Mamooty Chana,362,1,33841.05,0
Mamooty Choudhry,720,1,347787.0,1
Mamooty Dara,453,1,59273.1,1
Mamooty Dass,209,1,40664.0,0
Mamooty Deshmukh,485,1,47149.5,0
Mamooty Dewan,601,1,41225.0,0
Mamooty Dube,589,1,18964.0,0
Mamooty Ghose,173,1,127184.0,1
Mamooty Hans,191,1,111292.5,1
Mamooty Jhaveri,565,1,94683.2,1
Mamooty Kapur,494,1,26325.0,0
Mamooty Kari,534,1,16997.0,0
Mamooty Kaul,581,1,31528.8,0
Mamooty Luthra,67,1,116555.5,1
Mamooty Maharaj,70,1,148918.5,1
Mamooty Mannan,248,1,62529.4,0
Mamooty Raman,515,1,133325.85,1
Mamooty Shankar,478,1,86477.55,1
Mamooty Solanki,729,1,21578.4,0
Mamooty Tata,278,1,26824.8,0
Mamooty Vora,143,1,112462.65,1
Mamooty Wagle,659,1,158108.4,1
Mamooty Zachariah,31,1,26761.5,0
Manikya Bhattacharyya,40,1,59092.2,1
Manikya Chacko,171,1,76677.3,1
Manikya Dar,157,1,88325.0,1
Manikya Gara,146,1,88666.9,1
Manikya Gupta,524,1,120103.2,1
Manikya Halder,62,1,91133.5,1
Manikya Kannan,611,1,41095.8,0
Manikya Kara,492,1,264204.0,1
Manikya Kulkarni,713,1,94665.6,1
Manikya Kumer,75,1,105429.6,1
Manikya Mahal,247,1,187600.8,1
Manikya Mann,634,1,223515.0,1
Manikya Ravel,119,1,140425.2,1
Manikya Shukla,550,1,7392.45,0
Manikya Sibal,408,1,113852.4,1
Manikya Srinivasan,589,1,184946.0,1
Manikya Subramanian,214,1,262288.75,1
Manikya Sur,125,1,227461.35,1
Manikya Tella,586,1,102535.5,1
Manikya Trivedi,294,1,3274.0,0
Manikya Wali,406,1,13561.0,0
Manikya Yadav,657,1,112828.5,1
Manjari Agarwal,561,1,43357.65,0
Manjari Ahuja,554,1,113121.6,1
Manjari Ben,536,1,63422.4,1
Manjari Bhavsar,182,1,203964.0,1
Manjari Bumb,104,1,56425.6,0
Manjari Chokshi,67,2,65810.5,2
Manjari Choudhry,218,1,31249.8,0
Manjari Dixit,292,1,81644.4,1
Manjari Doshi,350,1,24665.3,0
Manjari Gera,311,1,145992.6,1
Manjari Gill,147,1,311072.0,1
Manjari Kar,650,1,26831.1,0
Manjari Kaur,264,1,205704.45,1
Manjari Konda,79,1,241336.0,1
Manjari Kunda,190,1,35460.3,0
Manjari Lall,492,1,6586.4,0
Manjari Lata,409,1,127464.0,1
Manjari Mangal,125,2,238001.7,2
Manjari Rajagopal,245,1,289044.0,1
Manjari Rao,213,1,244085.4,1
Manjari Rastogi,401,1,57713.6,0
Manjari Sachdev,690,1,29036.8,0
Manjari Sane,333,1,69996.6,0
Manjari Srivastava,327,1,45494.55,1
Manjari Trivedi,230,1,189040.0,1
Mannat Barad,559,1,136421.6,1
Mannat Batta,85,1,61056.0,1
Mannat Bhavsar,343,1,141577.2,1
Mannat Chad,29,2,100499.5,2
Mannat Devan,495,1,173251.5,1
Mannat Dhaliwal,108,1,152569.6,1
Mannat Dugar,633,1,300757.5,1
Mannat Iyer,629,1,121368.6,1
Mannat Jaggi,715,1,23904.8,0
Mannat Madan,727,1,114872.4,1
Mannat Raju,149,1,10648.8,0
Mannat Ram,631,1,38377.8,0
Mannat Ramakrishnan,264,1,41517.0,0
Mannat Sami,160,1,107486.4,1
Mannat Sandal,176,1,140291.2,1
Mannat Sani,408,1,131938.2,1
Mannat Sharma,489,1,74499.0,1
Mannat Sibal,238,1,215953.2,1
Mannat Sodhi,527,1,278347.5,1
Mannat Vaidya,472,1,201297.0,1
Mannat Wagle,265,1,66670.0,1
Mannat Yadav,221,1,354706.25,1
Mannat Yohannan,176,1,168717.0,1
Mehul Bali,431,1,90529.2,1
Mehul Bhatti,314,1,65144.0,1
Mehul Bose,51,1,147336.45,1
Mehul Chakrabarti,731,1,6458.4,0
Mehul Chana,443,1,61626.5,1
Mehul Dutt,661,1,161542.75,1
Mehul Dâ€™Alia,33,1,124657.6,1
Mehul Hayre,337,1,175026.9,1
Mehul Johal,414,1,63491.4,1
Mehul Kar,252,1,73190.4,1
Mehul Kuruvilla,307,1,114839.25,1
Mehul Lala,414,1,64983.8,0
Mehul Magar,237,1,54820.8,1
Mehul Ramachandran,212,1,26198.7,0
Mehul Roy,411,2,136223.09999999998,2
Mehul Sarraf,486,1,147028.5,1
Mehul Suri,596,1,82060.8,1
Mehul Tailor,127,1,167439.4,1
Mehul Toor,545,1,14010.0,0
Mehul Wable,16,1,108018.8,1
Mehul Zacharia,151,1,109395.0,1
Miraan Banerjee,221,1,116650.5,1
Miraan Bora,89,1,173616.3,1
Miraan Chacko,610,1,53432.7,0
Miraan Chokshi,361,1,9688.8,0
Miraan Dugar,103,1,77976.0,1
Miraan Dutta,261,1,125476.0,1
Miraan Goda,446,1,128307.0,1
Miraan Gupta,597,1,237424.5,1
Miraan Iyer,557,1,17615.4,0
Miraan Jayaraman,207,1,186250.35,1
Miraan Khanna,364,1,47902.8,0
Miraan Mahajan,212,1,167870.7,1
Miraan Ram,213,1,236286.0,1
Miraan Roy,535,1,163215.0,1
Miraan Sachar,643,1,119235.45,1
Miraan Sibal,588,1,6876.0,0
Miraan Soman,345,1,323365.75,1
Miraan Suresh,31,1,96084.9,1
Miraya Amble,627,1,30735.0,0
Miraya Aurora,562,1,51672.0,1
Miraya Badami,51,1,97658.4,1
Miraya Bhalla,582,1,221152.0,1
Miraya Edwin,42,1,191613.0,1
Miraya Gera,689,1,108164.2,1
Miraya Goel,197,1,191932.2,1
Miraya Hans,336,1,262238.4,1
Miraya Iyer,465,1,189084.8,1
Miraya Jha,608,1,18347.25,0
Miraya Kara,485,1,95564.0,1
Miraya Lad,401,1,183105.0,1
Miraya Majumdar,406,1,22349.7,0
Miraya Raju,145,1,187100.0,1
Miraya Ravi,532,1,62444.8,0
Miraya Sengupta,193,1,133395.0,1
Miraya Srivastava,94,1,149975.55,1
Miraya Tella,58,1,94951.8,1
Miraya Toor,216,1,165790.2,1
Miraya Trivedi,238,1,92229.25,1
Miraya Varma,487,1,142941.75,1
Misha Andra,245,1,51339.0,0
Misha Bajaj,84,1,162352.0,1
Misha Bandi,97,1,54896.0,1
Misha Baral,57,1,81506.5,1
Misha Batra,343,1,32734.8,0
Misha Bava,320,1,194015.0,1
Misha Chaudhuri,165,1,47452.8,0
Misha Dar,695,1,129598.05,1
Misha Dua,48,1,14296.5,0
Misha Goyal,359,1,36533.6,0
Misha Gulati,484,1,134762.4,1
Misha Kota,437,1,44330.8,1
Misha Raman,35,1,110673.0,1
Misha Ranganathan,716,1,292723.5,1
Misha Salvi,682,1,50806.8,0
Misha Sem,557,1,115457.6,1
Misha Setty,367,1,43432.1,0
Misha Shan,638,1,28226.4,0
Misha Shere,219,1,267615.0,1
Misha Singh,575,1,7606.8,0
Misha Suri,673,1,17978.4,0
Misha Venkatesh,511,1,87490.8,1
Mishti Bala,632,1,302863.5,1
Mishti Bhagat,504,1,122234.25,1
Mishti Chadha,211,1,51467.2,0
Mishti Chowdhury,179,1,16552.0,0
Mishti Dayal,499,1,81321.9,1
Mishti Grover,474,1,96575.1,1
Mishti Gupta,371,1,55303.2,1
Mishti Halder,368,1,316493.25,1
Mishti Kata,44,1,244134.0,1
Mishti Keer,460,1,89766.8,1
Mishti Kumer,58,1,49102.0,0
Mishti Lata,351,1,54355.5,0
Mishti Mahajan,474,1,65081.1,1
Mishti Manne,445,2,99486.4,2
Mishti Raval,135,1,233610.0,1
Mishti Sangha,476,1,358938.5,1
Mishti Sant,206,1,37722.6,0
Mishti Sha,541,1,11212.35,0
Mishti Sibal,220,1,71060.0,0
Mishti Singh,535,1,51134.7,1
Mishti Sunder,459,1,140072.4,1
Mishti Thaker,32,1,13572.0,0
Mishti Vala,220,1,69069.6,1
Mishti Venkatesh,225,1,38599.2,0
Mishti Yogi,412,1,119936.7,1
Mohanlal Badal,678,1,279550.0,1
Mohanlal Bains,233,1,309854.75,1
Mohanlal Bath,143,1,120297.1,1
Mohanlal Bhatia,146,1,164590.6,1
Mohanlal Bhattacharyya,598,1,7898.3,0
Mohanlal Chaudhry,239,1,114370.9,1
Mohanlal Dada,423,1,120615.8,1
Mohanlal Deshmukh,320,2,111766.59999999999,2
Mohanlal Dubey,144,1,154237.5,1
Mohanlal Dyal,125,1,107168.0,1
Mohanlal Ghosh,139,1,19346.85,0
Mohanlal Grover,5,1,104652.0,1
Mohanlal Jayaraman,438,1,45086.4,0
Mohanlal Kapoor,722,1,27817.6,0
Mohanlal Kar,592,1,13406.4,0
Mohanlal Ratti,553,1,25028.25,0
Mohanlal Rout,585,1,18941.4,0
Mohanlal Roy,394,1,129953.1,1
Mohanlal Sampath,340,1,296664.0,1
Mohanlal Sha,31,1,103770.0,1
Mohanlal Suresh,521,1,63482.25,1
Mohanlal Tiwari,713,1,55176.9,0
Myra Anand,145,1,140262.0,1
Myra Bansal,21,1,24156.0,0
Myra Baria,391,1,142270.2,1
Myra Bath,666,1,63947.35,0
Myra Bawa,626,1,65959.2,0
Myra Bhatt,674,1,194915.7,1
Myra Borra,132,1,63974.0,1
Myra Brar,33,1,116291.9,1
Myra Chatterjee,585,1,6458.4,0
Myra Chaudhuri,346,2,206776.0,2
Myra Dada,95,1,65548.8,1
Myra Dalal,389,1,110880.0,1
Myra Deep,275,1,221943.0,1
Myra Divan,599,1,65854.4,0
Myra Dua,367,1,265780.0,1
Myra Goda,106,1,112212.0,1
Myra Gopal,539,1,112845.75,1
Myra Handa,8,1,42325.0,1
Myra Ramaswamy,530,1,792.0,0
Myra Randhawa,535,1,189178.25,1
Myra Rout,620,1,33580.8,0
Myra Saran,83,1,57005.25,1
Myra Sarkar,412,1,53089.2,0
Myra Sehgal,279,1,71491.5,1
Myra Sharaf,450,1,16421.4,0
Myra Sodhi,160,1,28123.2,0
Myra Wason,364,1,102623.9,1
Nakul Agarwal,434,1,44234.85,1
Nakul Bahri,444,1,131387.85,1
Nakul Chand,75,1,295200.0,1
Nakul Choudhury,362,1,195252.0,1
Nakul Jani,320,1,42151.2,0
Nakul Kade,442,1,4031.8,0
Nakul Krishnan,719,1,8841.6,0
Nakul Maharaj,576,1,58687.4,1
Nakul Mammen,67,1,46926.2,1
Nakul Raman,675,1,120825.6,1
Nakul Setty,350,1,29625.6,0
Nakul Singh,488,1,86948.2,1
Nakul Srivastava,171,1,58458.6,0
Nakul Sura,478,1,256405.0,1
Nakul Swaminathan,643,1,155492.0,1
Nakul Tella,719,1,47163.2,0
Nakul Varghese,324,1,290984.0,1
Nakul Zacharia,352,1,41126.4,0
Navya Amble,162,1,6284.0,0
Navya Bahl,155,1,89459.1,1
Navya Balakrishnan,86,1,153926.6,1
Navya Barman,217,1,11222.55,0
Navya Bhardwaj,651,1,157689.6,1
Navya Chanda,645,1,38316.0,0
Navya Chandra,689,1,255308.8,1
Navya Deshpande,672,1,283532.25,1
Navya Dora,437,1,246267.0,1
Navya Issac,493,1,376725.0,1
Navya Kadakia,76,1,22617.6,0
Navya Kale,704,1,250918.4,1
Navya Kapur,538,1,121609.5,1
Navya Keer,681,1,96867.7,1
Navya Kibe,373,1,116368.2,1
Navya Lad,202,1,110514.45,1
Navya Mann,33,1,196387.2,1
Navya Ramaswamy,647,1,53679.0,1
Navya Raval,113,1,9070.0,0
Navya Sachar,710,1,94184.25,1
Navya Sagar,7,2,311561.2,2
Navya Sampath,349,1,283214.0,1
Navya Sha,590,1,485.1,0
Navya Sur,113,1,40837.5,0
Navya Taneja,310,1,36207.0,0
Navya Thaker,533,1,124603.2,1
Navya Thakur,193,2,80136.0,2
Navya Vora,716,1,46475.2,0
Nayantara Babu,163,1,58544.6,1
Nayantara Bhagat,86,1,25431.3,0
Nayantara Bhalla,115,1,219667.2,1
Nayantara Chatterjee,34,1,79066.8,1
Nayantara Goel,373,1,10892.7,0
Nayantara Hegde,363,1,204141.6,1
